sample_index,time_sec,channel,value
293,1.14453,ecg,0.060024
294,1.14844,ecg,-0.071244
295,1.15234,ecg,0.005166
296,1.15625,ecg,-0.006257
297,1.16016,ecg,-0.05243
298,1.16406,ecg,-0.019968
299,1.16797,ecg,0.002471
300,1.17188,ecg,0.028688
301,1.17578,ecg,0.032921
302,1.17969,ecg,-0.038133
303,1.18359,ecg,-0.033389
304,1.1875,ecg,0.009656
305,1.19141,ecg,0.023394
306,1.19531,ecg,0.072833
307,1.19922,ecg,-0.053223
308,1.20312,ecg,-0.045651
309,1.20703,ecg,0.087702
310,1.21094,ecg,0.036568
311,1.21484,ecg,-0.037576
312,1.21875,ecg,0.083527
313,1.22266,ecg,0.046308
314,1.22656,ecg,0.006299
315,1.23047,ecg,-0.026461
316,1.23438,ecg,0.016606
317,1.23828,ecg,0.032091
318,1.24219,ecg,-0.090646
319,1.24609,ecg,0.060429
320,1.25,ecg,0.004853
321,1.25391,ecg,0.014104
322,1.25781,ecg,-0.045413
323,1.26172,ecg,-0.053088
324,1.26562,ecg,0.03367
325,1.26953,ecg,0.050857
326,1.27344,ecg,0.058384
327,1.27734,ecg,0.011034
328,1.28125,ecg,0.00676
329,1.28516,ecg,-0.000273
330,1.28906,ecg,-0.072547
331,1.29297,ecg,-0.01871
332,1.29688,ecg,-0.004937
333,1.30078,ecg,0.023284
334,1.30469,ecg,-0.030075
335,1.30859,ecg,-0.066981
336,1.3125,ecg,0.036175
337,1.31641,ecg,0.013302
338,1.32031,ecg,0.056965
339,1.32422,ecg,0.106621
340,1.32812,ecg,0.040663
341,1.33203,ecg,0.221653
342,1.33594,ecg,0.124895
343,1.33984,ecg,0.207087
344,1.34375,ecg,0.176983
345,1.34766,ecg,0.143413
346,1.35156,ecg,0.157097
347,1.35547,ecg,0.115445
348,1.35938,ecg,0.033692
349,1.36328,ecg,0.061534
350,1.36719,ecg,0.129253
351,1.37109,ecg,0.176614
352,1.375,ecg,0.395665
353,1.37891,ecg,0.804079
354,1.38281,ecg,0.968526
355,1.38672,ecg,0.957724
356,1.39062,ecg,0.794088
357,1.39453,ecg,0.474806
358,1.39844,ecg,0.194528
359,1.40234,ecg,0.105455
360,1.40625,ecg,0.035658
361,1.41016,ecg,0.159956
362,1.41406,ecg,0.249005
363,1.41797,ecg,0.198327
364,1.42188,ecg,0.305263
365,1.42578,ecg,0.298018
366,1.42969,ecg,0.186596
367,1.43359,ecg,0.276369
368,1.4375,ecg,0.115817
369,1.44141,ecg,0.165254
370,1.44531,ecg,-0.021251
371,1.44922,ecg,-0.002727
372,1.45312,ecg,-0.04334
373,1.45703,ecg,0.032507
374,1.46094,ecg,-0.02942
375,1.46484,ecg,0.001678
376,1.46875,ecg,-0.010602
377,1.47266,ecg,-0.066135
378,1.47656,ecg,-0.043813
379,1.48047,ecg,-0.034647
380,1.48438,ecg,0.018082
381,1.48828,ecg,0.034499
382,1.49219,ecg,0.01901
383,1.49609,ecg,0.070381
384,1.5,ecg,0.025443
385,1.50391,ecg,-0.043139
386,1.50781,ecg,0.040804
387,1.51172,ecg,-0.007795
388,1.51562,ecg,-0.003705
389,1.51953,ecg,-0.029033
390,1.52344,ecg,-0.027506
391,1.52734,ecg,0.021528
392,1.53125,ecg,-0.025668
393,1.53516,ecg,0.004566
394,1.53906,ecg,0.00201
395,1.54297,ecg,-0.055267
396,1.54688,ecg,0.048726
397,1.55078,ecg,-0.054676
398,1.55469,ecg,0.052234
399,1.55859,ecg,0.019856
400,1.5625,ecg,0.055056
401,1.56641,ecg,-0.031482
402,1.57031,ecg,-0.012412
403,1.57422,ecg,-0.001992
404,1.57812,ecg,0.005429
405,1.58203,ecg,-0.001433
406,1.58594,ecg,0.069331
407,1.58984,ecg,-0.02038
408,1.59375,ecg,0.001244
409,1.59766,ecg,0.004565
410,1.60156,ecg,0.01324
411,1.60547,ecg,0.032846
412,1.60938,ecg,0.035596
413,1.61328,ecg,0.033917
414,1.61719,ecg,0.023725
415,1.62109,ecg,-0.07399
416,1.625,ecg,0.042519
417,1.62891,ecg,0.075436
418,1.63281,ecg,0.021044
419,1.63672,ecg,0.067241
420,1.64062,ecg,-0.054797
421,1.64453,ecg,-0.043302
422,1.64844,ecg,0.049879
423,1.65234,ecg,-0.056436
424,1.65625,ecg,-0.062356
425,1.66016,ecg,-0.037036
426,1.66406,ecg,-0.002148
427,1.66797,ecg,0.029574
428,1.67188,ecg,-0.024007
429,1.67578,ecg,-0.046546
430,1.67969,ecg,0.03771
431,1.68359,ecg,-0.035169
432,1.6875,ecg,0.00956
433,1.69141,ecg,-0.076106
434,1.69531,ecg,0.001057
435,1.69922,ecg,0.036708
436,1.70312,ecg,0.064008
437,1.70703,ecg,-0.044575
438,1.71094,ecg,-0.048722
439,1.71484,ecg,0.023327
440,1.71875,ecg,0.011055
441,1.72266,ecg,0.072351
442,1.72656,ecg,0.011902
443,1.73047,ecg,-0.002954
444,1.73438,ecg,0.0692
445,1.73828,ecg,0.020716
446,1.74219,ecg,0.087812
447,1.74609,ecg,0.027286
448,1.75,ecg,-0.025543
449,1.75391,ecg,0.06647
450,1.75781,ecg,0.052162
451,1.76172,ecg,-0.11812
452,1.76562,ecg,0.064683
453,1.76953,ecg,0.041302
454,1.77344,ecg,0.013928
455,1.77734,ecg,-0.065456
456,1.78125,ecg,-0.01203
457,1.78516,ecg,-0.006379
458,1.78906,ecg,-0.005266
459,1.79297,ecg,0.062848
460,1.79688,ecg,0.107287
461,1.80078,ecg,0.023661
462,1.80469,ecg,0.002559
463,1.80859,ecg,0.006884
464,1.8125,ecg,0.095309
465,1.81641,ecg,-0.009364
466,1.82031,ecg,0.020514
467,1.82422,ecg,-0.001515
468,1.82812,ecg,0.069642
469,1.83203,ecg,0.029874
470,1.83594,ecg,0.056852
471,1.83984,ecg,-0.033343
472,1.84375,ecg,0.087849
473,1.84766,ecg,-0.066716
474,1.85156,ecg,-0.111717
475,1.85547,ecg,0.056442
476,1.85938,ecg,0.016005
477,1.86328,ecg,0.050897
478,1.86719,ecg,-0.026044
479,1.87109,ecg,-0.041922
480,1.875,ecg,0.018033
481,1.87891,ecg,0.025114
482,1.88281,ecg,-0.053265
483,1.88672,ecg,0.011192
484,1.89062,ecg,-0.036515
485,1.89453,ecg,0.022616
486,1.89844,ecg,-0.07138
487,1.90234,ecg,0.037936
488,1.90625,ecg,-0.032418
489,1.91016,ecg,-0.111671
490,1.91406,ecg,0.021127
491,1.91797,ecg,-0.154266
492,1.92188,ecg,-0.039008
493,1.92578,ecg,-0.019624
494,1.92969,ecg,0.062718
495,1.93359,ecg,-0.018021
496,1.9375,ecg,-0.026152
497,1.94141,ecg,0.059774
498,1.94531,ecg,0.013871
499,1.94922,ecg,0.01225
500,1.95312,ecg,0.044058
501,1.95703,ecg,-0.136778
502,1.96094,ecg,0.00545
503,1.96484,ecg,0.04048
504,1.96875,ecg,0.031586
505,1.97266,ecg,0.048329
506,1.97656,ecg,-0.011749
507,1.98047,ecg,-0.001986
508,1.98438,ecg,0.009826
509,1.98828,ecg,0.002725
510,1.99219,ecg,-0.05208
511,1.99609,ecg,-0.019954
512,2.0,ecg,-0.005709
513,2.00391,ecg,0.158996
514,2.00781,ecg,0.197618
515,2.01172,ecg,0.104437
516,2.01562,ecg,0.099184
517,2.01953,ecg,0.091569
518,2.02344,ecg,0.155273
519,2.02734,ecg,0.020736
520,2.03125,ecg,0.011986
521,2.03516,ecg,0.081086
522,2.03906,ecg,0.155318
523,2.04297,ecg,0.457657
524,2.04688,ecg,0.746969
525,2.05078,ecg,0.965996
526,2.05469,ecg,0.913758
527,2.05859,ecg,0.759324
528,2.0625,ecg,0.457963
529,2.06641,ecg,0.265922
530,2.07031,ecg,0.097866
531,2.07422,ecg,0.227658
532,2.07812,ecg,0.169587
533,2.08203,ecg,0.208445
534,2.08594,ecg,0.18774
535,2.08984,ecg,0.209049
536,2.09375,ecg,0.207732
537,2.09766,ecg,0.125296
538,2.10156,ecg,0.220393
539,2.10547,ecg,0.244253
540,2.10938,ecg,0.118365
541,2.11328,ecg,-0.040196
542,2.11719,ecg,-0.029826
543,2.12109,ecg,0.068831
544,2.125,ecg,0.078799
545,2.12891,ecg,-0.095106
546,2.13281,ecg,-0.071034
547,2.13672,ecg,0.019292
548,2.14062,ecg,0.076663
549,2.14453,ecg,-0.042224
550,2.14844,ecg,0.071492
551,2.15234,ecg,-0.005539
552,2.15625,ecg,-0.018329
553,2.16016,ecg,-0.013207
554,2.16406,ecg,-0.08861
555,2.16797,ecg,0.071021
556,2.17188,ecg,-0.050678
557,2.17578,ecg,-0.090538
558,2.17969,ecg,0.032153
559,2.18359,ecg,-0.000956
560,2.1875,ecg,0.100046
561,2.19141,ecg,-0.059656
562,2.19531,ecg,0.002008
563,2.19922,ecg,0.093027
564,2.20312,ecg,-0.064648
565,2.20703,ecg,0.001716
566,2.21094,ecg,-0.033275
567,2.21484,ecg,0.02231
568,2.21875,ecg,-0.021251
569,2.22266,ecg,0.033483
570,2.22656,ecg,-0.020359
571,2.23047,ecg,-0.096944
572,2.23438,ecg,-0.088525
573,2.23828,ecg,-0.032327
574,2.24219,ecg,-0.004026
575,2.24609,ecg,0.063103
576,2.25,ecg,-0.003778
577,2.25391,ecg,0.005955
578,2.25781,ecg,-0.073123
579,2.26172,ecg,-0.051677
580,2.26562,ecg,-0.080261
581,2.26953,ecg,-0.11358
582,2.27344,ecg,0.030399
583,2.27734,ecg,0.045857
584,2.28125,ecg,0.108445
585,2.28516,ecg,-0.001505
586,2.28906,ecg,-0.060729
587,2.29297,ecg,0.044047
588,2.29688,ecg,0.007923
589,2.30078,ecg,0.005265
590,2.30469,ecg,0.013725
591,2.30859,ecg,0.028661
592,2.3125,ecg,0.007156
593,2.31641,ecg,0.041129
594,2.32031,ecg,-0.01711
595,2.32422,ecg,0.061164
596,2.32812,ecg,-0.122874
597,2.33203,ecg,-0.001976
598,2.33594,ecg,0.110671
599,2.33984,ecg,0.032862
600,2.34375,ecg,0.060854
601,2.34766,ecg,-0.012711
602,2.35156,ecg,-0.044643
603,2.35547,ecg,0.083824
604,2.35938,ecg,0.050567
605,2.36328,ecg,-0.017375
606,2.36719,ecg,-0.050336
607,2.37109,ecg,-0.072355
608,2.375,ecg,0.032489
609,2.37891,ecg,0.013133
610,2.38281,ecg,0.045175
611,2.38672,ecg,0.030295
612,2.39062,ecg,0.026286
613,2.39453,ecg,-0.088507
614,2.39844,ecg,0.003618
615,2.40234,ecg,0.029725
616,2.40625,ecg,-0.032098
617,2.41016,ecg,0.006629
618,2.41406,ecg,-0.016234
619,2.41797,ecg,-0.06574
620,2.42188,ecg,-0.00505
621,2.42578,ecg,0.017314
622,2.42969,ecg,0.063092
623,2.43359,ecg,0.065737
624,2.4375,ecg,-0.063929
625,2.44141,ecg,0.05359
626,2.44531,ecg,0.02019
627,2.44922,ecg,-0.080737
628,2.45312,ecg,-0.011942
629,2.45703,ecg,0.030787
630,2.46094,ecg,0.038844
631,2.46484,ecg,0.021967
632,2.46875,ecg,-0.038348
633,2.47266,ecg,-0.071953
634,2.47656,ecg,0.012199
635,2.48047,ecg,0.023562
636,2.48438,ecg,0.050753
637,2.48828,ecg,-0.03779
638,2.49219,ecg,-0.024208
639,2.49609,ecg,-0.023353
640,2.5,ecg,-0.090812
641,2.50391,ecg,0.097333
642,2.50781,ecg,-0.002224
643,2.51172,ecg,-0.077126
644,2.51562,ecg,0.055522
645,2.51953,ecg,0.066285
646,2.52344,ecg,-0.027486
647,2.52734,ecg,-0.057085
648,2.53125,ecg,0.01584
649,2.53516,ecg,0.025789
650,2.53906,ecg,-0.096088
651,2.54297,ecg,-0.028651
652,2.54688,ecg,-0.041003
653,2.55078,ecg,0.020503
654,2.55469,ecg,0.064593
655,2.55859,ecg,0.072599
656,2.5625,ecg,-0.009791
657,2.56641,ecg,0.004133
658,2.57031,ecg,0.005209
659,2.57422,ecg,0.015074
660,2.57812,ecg,0.047631
661,2.58203,ecg,0.021724
662,2.58594,ecg,-0.029374
663,2.58984,ecg,-0.002346
664,2.59375,ecg,-0.019949
665,2.59766,ecg,-0.008559
666,2.60156,ecg,-0.005577
667,2.60547,ecg,0.092193
668,2.60938,ecg,-0.060594
669,2.61328,ecg,-0.066114
670,2.61719,ecg,0.068916
671,2.62109,ecg,-0.002402
672,2.625,ecg,-0.049681
673,2.62891,ecg,-0.038183
674,2.63281,ecg,-0.015506
675,2.63672,ecg,0.010451
676,2.64062,ecg,0.033974
677,2.64453,ecg,-0.067763
678,2.64844,ecg,0.057462
679,2.65234,ecg,0.091621
680,2.65625,ecg,0.062306
681,2.66016,ecg,0.168674
682,2.66406,ecg,0.09757
683,2.66797,ecg,0.086167
684,2.67188,ecg,0.124586
685,2.67578,ecg,0.154792
686,2.67969,ecg,0.091515
687,2.68359,ecg,0.213547
688,2.6875,ecg,0.1185
689,2.69141,ecg,0.079504
690,2.69531,ecg,-0.021363
691,2.69922,ecg,0.052953
692,2.70312,ecg,0.184192
693,2.70703,ecg,0.410988
694,2.71094,ecg,0.685112
695,2.71484,ecg,1.054097
696,2.71875,ecg,0.919315
697,2.72266,ecg,0.81511
698,2.72656,ecg,0.418169
699,2.73047,ecg,0.185915
700,2.73438,ecg,0.029104
701,2.73828,ecg,0.141015
702,2.74219,ecg,0.115918
703,2.74609,ecg,0.259696
704,2.75,ecg,0.294107
705,2.75391,ecg,0.2585
706,2.75781,ecg,0.263158
707,2.76172,ecg,0.296707
708,2.76562,ecg,0.260044
709,2.76953,ecg,0.112941
710,2.77344,ecg,0.175245
711,2.77734,ecg,0.026849
712,2.78125,ecg,0.005941
713,2.78516,ecg,-0.093424
714,2.78906,ecg,0.013388
715,2.79297,ecg,0.007369
716,2.79688,ecg,-0.021551
717,2.80078,ecg,-0.002673
718,2.80469,ecg,-0.002043
719,2.80859,ecg,0.019545
720,2.8125,ecg,-0.103622
721,2.81641,ecg,0.029944
722,2.82031,ecg,-0.037499
723,2.82422,ecg,0.124926
724,2.82812,ecg,0.045188
725,2.83203,ecg,-0.008187
726,2.83594,ecg,0.006838
727,2.83984,ecg,0.02856
728,2.84375,ecg,0.010909
729,2.84766,ecg,-0.015996
730,2.85156,ecg,-0.0506
731,2.85547,ecg,-0.04271
732,2.85938,ecg,0.04844
733,2.86328,ecg,0.0286
734,2.86719,ecg,0.064654
735,2.87109,ecg,0.034905
736,2.875,ecg,-0.045386
737,2.87891,ecg,-0.083627
738,2.88281,ecg,-0.020312
739,2.88672,ecg,-0.019364
740,2.89062,ecg,0.029808
741,2.89453,ecg,-0.011439
742,2.89844,ecg,0.06371
743,2.90234,ecg,0.013345
744,2.90625,ecg,0.00628
745,2.91016,ecg,0.039007
746,2.91406,ecg,0.017697
747,2.91797,ecg,0.075747
748,2.92188,ecg,0.026336
749,2.92578,ecg,0.092059
750,2.92969,ecg,0.033765
751,2.93359,ecg,-0.0261
752,2.9375,ecg,0.064836
753,2.94141,ecg,0.003227
754,2.94531,ecg,-0.08632
755,2.94922,ecg,-0.025358
756,2.95312,ecg,-0.0284
757,2.95703,ecg,0.038221
758,2.96094,ecg,-0.008935
759,2.96484,ecg,0.014559
760,2.96875,ecg,0.026316
761,2.97266,ecg,0.045092
762,2.97656,ecg,0.08812
763,2.98047,ecg,-0.06674
764,2.98438,ecg,-0.035603
765,2.98828,ecg,-0.020559
766,2.99219,ecg,0.063182
767,2.99609,ecg,-0.008682
768,3.0,ecg,-0.036594
769,3.00391,ecg,0.071661
770,3.00781,ecg,-0.05796
771,3.01172,ecg,0.04809
772,3.01562,ecg,-0.001351
773,3.01953,ecg,-0.005535
774,3.02344,ecg,0.079606
775,3.02734,ecg,-0.038809
776,3.03125,ecg,0.0218
777,3.03516,ecg,0.058489
778,3.03906,ecg,0.032509
779,3.04297,ecg,-0.055849
780,3.04688,ecg,-0.060371
781,3.05078,ecg,0.071781
782,3.05469,ecg,0.049457
783,3.05859,ecg,-0.048172
784,3.0625,ecg,0.018142
785,3.06641,ecg,0.042056
786,3.07031,ecg,-0.002131
787,3.07422,ecg,-0.039953
788,3.07812,ecg,0.028791
789,3.08203,ecg,-0.142812
790,3.08594,ecg,-0.002499
791,3.08984,ecg,0.010057
792,3.09375,ecg,-0.002641
793,3.09766,ecg,-0.064008
794,3.10156,ecg,-0.03967
795,3.10547,ecg,-0.014491
796,3.10938,ecg,0.010337
797,3.11328,ecg,0.058118
798,3.11719,ecg,0.049255
799,3.12109,ecg,0.023402
800,3.125,ecg,-0.031409
801,3.12891,ecg,0.017385
802,3.13281,ecg,-0.007846
803,3.13672,ecg,0.017914
804,3.14062,ecg,-0.051307
805,3.14453,ecg,0.059148
806,3.14844,ecg,-0.039303
807,3.15234,ecg,-0.095697
808,3.15625,ecg,0.06613
809,3.16016,ecg,-0.011376
810,3.16406,ecg,-0.01354
811,3.16797,ecg,-0.061364
812,3.17188,ecg,0.022912
813,3.17578,ecg,-0.004287
814,3.17969,ecg,0.013434
815,3.18359,ecg,0.04648
816,3.1875,ecg,0.035093
817,3.19141,ecg,-0.029378
818,3.19531,ecg,-0.036572
819,3.19922,ecg,0.003424
820,3.20312,ecg,-0.121155
821,3.20703,ecg,-0.03688
822,3.21094,ecg,-0.022253
823,3.21484,ecg,-0.115266
824,3.21875,ecg,0.057522
825,3.22266,ecg,-0.026384
826,3.22656,ecg,-0.03194
827,3.23047,ecg,0.085448
828,3.23438,ecg,0.024618
829,3.23828,ecg,-0.001321
830,3.24219,ecg,0.067828
831,3.24609,ecg,0.014006
832,3.25,ecg,-0.086103
833,3.25391,ecg,-0.107843
834,3.25781,ecg,0.008446
835,3.26172,ecg,-0.045888
836,3.26562,ecg,0.015783
837,3.26953,ecg,-0.023401
838,3.27344,ecg,0.062989
839,3.27734,ecg,-0.03312
840,3.28125,ecg,-0.007494
841,3.28516,ecg,0.015978
842,3.28906,ecg,0.056689
843,3.29297,ecg,0.021561
844,3.29688,ecg,0.092278
845,3.30078,ecg,0.045082
846,3.30469,ecg,-0.015835
847,3.30859,ecg,-0.005717
848,3.3125,ecg,-7.8e-05
849,3.31641,ecg,-0.011993
850,3.32031,ecg,0.10401
851,3.32422,ecg,0.007159
