sample_index,time_sec,channel,value
233,0.91016,ecg,0.025001
234,0.91406,ecg,0.019128
235,0.91797,ecg,-0.067194
236,0.92188,ecg,0.012938
237,0.92578,ecg,0.019075
238,0.92969,ecg,-0.069591
239,0.93359,ecg,-0.025213
240,0.9375,ecg,0.021039
241,0.94141,ecg,-0.050961
242,0.94531,ecg,0.006998
243,0.94922,ecg,0.063975
244,0.95312,ecg,-0.012548
245,0.95703,ecg,-0.073976
246,0.96094,ecg,-0.073226
247,0.96484,ecg,0.088236
248,0.96875,ecg,0.135512
249,0.97266,ecg,0.019198
250,0.97656,ecg,0.007249
251,0.98047,ecg,-0.040403
252,0.98438,ecg,-0.137738
253,0.98828,ecg,0.094641
254,0.99219,ecg,-0.001036
255,0.99609,ecg,0.038139
256,1.0,ecg,0.032963
257,1.00391,ecg,0.0176
258,1.00781,ecg,0.029174
259,1.01172,ecg,-0.02207
260,1.01562,ecg,-0.048348
261,1.01953,ecg,0.012931
262,1.02344,ecg,-0.028483
263,1.02734,ecg,0.089845
264,1.03125,ecg,0.122169
265,1.03516,ecg,0.067927
266,1.03906,ecg,0.010059
267,1.04297,ecg,-0.023437
268,1.04688,ecg,-0.089671
269,1.05078,ecg,0.020513
270,1.05469,ecg,0.000695
271,1.05859,ecg,-0.038029
272,1.0625,ecg,0.016727
273,1.06641,ecg,0.021254
274,1.07031,ecg,-0.020838
275,1.07422,ecg,-0.043232
276,1.07812,ecg,0.057823
277,1.08203,ecg,-0.012269
278,1.08594,ecg,-0.014247
279,1.08984,ecg,-0.127303
280,1.09375,ecg,0.041197
281,1.09766,ecg,-0.024714
282,1.10156,ecg,0.047218
283,1.10547,ecg,-0.009699
284,1.10938,ecg,0.041741
285,1.11328,ecg,-0.054092
286,1.11719,ecg,-0.037985
287,1.12109,ecg,0.052094
288,1.125,ecg,0.021384
289,1.12891,ecg,-0.014781
290,1.13281,ecg,-0.04187
291,1.13672,ecg,0.008622
292,1.14062,ecg,0.038287
293,1.14453,ecg,-0.037232
294,1.14844,ecg,0.045318
295,1.15234,ecg,0.011614
296,1.15625,ecg,0.101096
297,1.16016,ecg,0.04776
298,1.16406,ecg,0.035608
299,1.16797,ecg,0.020687
300,1.17188,ecg,0.028045
301,1.17578,ecg,0.079772
302,1.17969,ecg,-0.041229
303,1.18359,ecg,0.00015
304,1.1875,ecg,0.072004
305,1.19141,ecg,-0.04514
306,1.19531,ecg,-0.108581
307,1.19922,ecg,-0.026134
308,1.20312,ecg,0.047653
309,1.20703,ecg,0.065099
310,1.21094,ecg,0.043879
311,1.21484,ecg,0.001177
312,1.21875,ecg,0.157348
313,1.22266,ecg,0.113341
314,1.22656,ecg,0.165918
315,1.23047,ecg,0.16799
316,1.23438,ecg,0.124894
317,1.23828,ecg,0.03459
318,1.24219,ecg,0.005153
319,1.24609,ecg,-0.035375
320,1.25,ecg,0.143464
321,1.25391,ecg,0.276833
322,1.25781,ecg,0.398972
323,1.26172,ecg,0.750429
324,1.26562,ecg,1.024645
325,1.26953,ecg,0.897812
326,1.27344,ecg,0.767777
327,1.27734,ecg,0.553447
328,1.28125,ecg,0.180487
329,1.28516,ecg,0.130028
330,1.28906,ecg,0.212532
331,1.29297,ecg,0.173866
332,1.29688,ecg,0.110304
333,1.30078,ecg,0.199248
334,1.30469,ecg,0.291021
335,1.30859,ecg,0.1906
336,1.3125,ecg,0.122211
337,1.31641,ecg,0.089125
338,1.32031,ecg,0.140844
339,1.32422,ecg,0.16739
340,1.32812,ecg,0.0997
341,1.33203,ecg,-0.113156
342,1.33594,ecg,0.01634
343,1.33984,ecg,0.048963
344,1.34375,ecg,0.001242
345,1.34766,ecg,0.009236
346,1.35156,ecg,-0.089961
347,1.35547,ecg,-0.018857
348,1.35938,ecg,-0.055127
349,1.36328,ecg,0.040359
350,1.36719,ecg,0.040101
351,1.37109,ecg,-0.030441
352,1.375,ecg,0.013022
353,1.37891,ecg,-0.092804
354,1.38281,ecg,-0.052079
355,1.38672,ecg,0.0065
356,1.39062,ecg,0.012559
357,1.39453,ecg,0.046776
358,1.39844,ecg,-0.06366
359,1.40234,ecg,-0.040954
360,1.40625,ecg,0.040184
361,1.41016,ecg,-0.020428
362,1.41406,ecg,-0.049819
363,1.41797,ecg,-0.028734
364,1.42188,ecg,-0.036203
365,1.42578,ecg,-0.019779
366,1.42969,ecg,0.04793
367,1.43359,ecg,0.040455
368,1.4375,ecg,0.057352
369,1.44141,ecg,0.002096
370,1.44531,ecg,0.011159
371,1.44922,ecg,0.001433
372,1.45312,ecg,5.6e-05
373,1.45703,ecg,0.013573
374,1.46094,ecg,-0.043477
375,1.46484,ecg,-0.005323
376,1.46875,ecg,0.088136
377,1.47266,ecg,0.047918
378,1.47656,ecg,0.03447
379,1.48047,ecg,0.005081
380,1.48438,ecg,-0.017356
381,1.48828,ecg,-0.038019
382,1.49219,ecg,-0.059611
383,1.49609,ecg,-0.059307
384,1.5,ecg,0.003513
385,1.50391,ecg,0.048354
386,1.50781,ecg,-0.052446
387,1.51172,ecg,0.059829
388,1.51562,ecg,-0.057101
389,1.51953,ecg,0.024251
390,1.52344,ecg,0.015782
391,1.52734,ecg,0.021088
392,1.53125,ecg,-0.044247
393,1.53516,ecg,0.024448
394,1.53906,ecg,-0.02975
395,1.54297,ecg,-0.010923
396,1.54688,ecg,0.003288
397,1.55078,ecg,-0.010073
398,1.55469,ecg,-0.024645
399,1.55859,ecg,-0.008579
400,1.5625,ecg,0.022338
401,1.56641,ecg,0.030473
402,1.57031,ecg,0.039725
403,1.57422,ecg,-0.024375
404,1.57812,ecg,0.027321
405,1.58203,ecg,-0.038044
406,1.58594,ecg,-0.009863
407,1.58984,ecg,-0.018019
408,1.59375,ecg,0.046127
409,1.59766,ecg,-0.078459
410,1.60156,ecg,-0.025134
411,1.60547,ecg,0.067768
412,1.60938,ecg,-0.031074
413,1.61328,ecg,-0.023099
414,1.61719,ecg,0.062984
415,1.62109,ecg,-0.014121
416,1.625,ecg,-0.057977
417,1.62891,ecg,0.042989
418,1.63281,ecg,-0.004215
419,1.63672,ecg,0.001013
420,1.64062,ecg,0.000138
421,1.64453,ecg,-0.041024
422,1.64844,ecg,0.043851
423,1.65234,ecg,-0.019403
424,1.65625,ecg,-0.010077
425,1.66016,ecg,0.008088
426,1.66406,ecg,0.043624
427,1.66797,ecg,-0.012742
428,1.67188,ecg,-0.0201
429,1.67578,ecg,-0.018819
430,1.67969,ecg,0.000107
431,1.68359,ecg,-0.077933
432,1.6875,ecg,0.037467
433,1.69141,ecg,0.042156
434,1.69531,ecg,-0.049124
435,1.69922,ecg,0.026359
436,1.70312,ecg,0.039516
437,1.70703,ecg,-0.036164
438,1.71094,ecg,-0.010195
439,1.71484,ecg,-0.039298
440,1.71875,ecg,0.012786
441,1.72266,ecg,0.03119
442,1.72656,ecg,-0.060046
443,1.73047,ecg,-0.001321
444,1.73438,ecg,0.008353
445,1.73828,ecg,-0.077139
446,1.74219,ecg,0.046281
447,1.74609,ecg,0.001648
448,1.75,ecg,0.005297
449,1.75391,ecg,0.015925
450,1.75781,ecg,-0.007567
451,1.76172,ecg,-0.040118
452,1.76562,ecg,-0.004199
453,1.76953,ecg,-0.001112
454,1.77344,ecg,0.009192
455,1.77734,ecg,-0.13359
456,1.78125,ecg,-0.002097
457,1.78516,ecg,-0.006356
458,1.78906,ecg,0.043744
459,1.79297,ecg,-0.047603
460,1.79688,ecg,0.002222
461,1.80078,ecg,0.038106
462,1.80469,ecg,0.160515
463,1.80859,ecg,-0.018457
464,1.8125,ecg,-0.049246
465,1.81641,ecg,0.062949
466,1.82031,ecg,0.12693
467,1.82422,ecg,0.050107
468,1.82812,ecg,0.13577
469,1.83203,ecg,0.09272
470,1.83594,ecg,0.111937
471,1.83984,ecg,0.169339
472,1.84375,ecg,0.125892
473,1.84766,ecg,0.112059
474,1.85156,ecg,0.073483
475,1.85547,ecg,0.103235
476,1.85938,ecg,0.077359
477,1.86328,ecg,0.204388
478,1.86719,ecg,0.402596
479,1.87109,ecg,0.723628
480,1.875,ecg,0.93965
481,1.87891,ecg,1.003637
482,1.88281,ecg,0.783483
483,1.88672,ecg,0.501407
484,1.89062,ecg,0.129959
485,1.89453,ecg,0.03634
486,1.89844,ecg,0.071497
487,1.90234,ecg,0.178482
488,1.90625,ecg,0.249866
489,1.91016,ecg,0.268174
490,1.91406,ecg,0.193605
491,1.91797,ecg,0.205129
492,1.92188,ecg,0.253065
493,1.92578,ecg,0.171324
494,1.92969,ecg,0.189235
495,1.93359,ecg,0.104165
496,1.9375,ecg,-0.000453
497,1.94141,ecg,-0.035845
498,1.94531,ecg,0.011693
499,1.94922,ecg,-0.059197
500,1.95312,ecg,-0.09359
501,1.95703,ecg,-0.017351
502,1.96094,ecg,-0.005446
503,1.96484,ecg,-0.030481
504,1.96875,ecg,0.020917
505,1.97266,ecg,0.04855
506,1.97656,ecg,0.011835
507,1.98047,ecg,-0.021794
508,1.98438,ecg,-0.009952
509,1.98828,ecg,0.078311
510,1.99219,ecg,-0.015903
511,1.99609,ecg,0.031085
512,2.0,ecg,0.031468
513,2.00391,ecg,0.034932
514,2.00781,ecg,-0.012858
515,2.01172,ecg,0.074975
516,2.01562,ecg,0.055321
517,2.01953,ecg,0.092582
518,2.02344,ecg,0.057087
519,2.02734,ecg,0.060547
520,2.03125,ecg,-0.004542
521,2.03516,ecg,-0.020084
522,2.03906,ecg,0.045784
523,2.04297,ecg,0.062759
524,2.04688,ecg,-0.102631
525,2.05078,ecg,0.02245
526,2.05469,ecg,0.036622
527,2.05859,ecg,-0.068405
528,2.0625,ecg,-0.026559
529,2.06641,ecg,-0.044914
530,2.07031,ecg,0.003028
531,2.07422,ecg,-0.023401
532,2.07812,ecg,0.077545
533,2.08203,ecg,-0.016824
534,2.08594,ecg,0.066549
535,2.08984,ecg,0.02152
536,2.09375,ecg,0.025271
537,2.09766,ecg,-0.07188
538,2.10156,ecg,0.072398
539,2.10547,ecg,-0.006257
540,2.10938,ecg,-0.006962
541,2.11328,ecg,-0.039315
542,2.11719,ecg,-0.056205
543,2.12109,ecg,-0.063197
544,2.125,ecg,0.00544
545,2.12891,ecg,-0.031492
546,2.13281,ecg,0.03682
547,2.13672,ecg,-0.040529
548,2.14062,ecg,0.045911
549,2.14453,ecg,-0.014269
550,2.14844,ecg,-0.067572
551,2.15234,ecg,0.006051
552,2.15625,ecg,-0.042543
553,2.16016,ecg,-0.023528
554,2.16406,ecg,-0.016985
555,2.16797,ecg,-0.102962
556,2.17188,ecg,0.015545
557,2.17578,ecg,-0.045432
558,2.17969,ecg,-0.020704
559,2.18359,ecg,0.046547
560,2.1875,ecg,0.024541
561,2.19141,ecg,-0.001723
562,2.19531,ecg,0.033532
563,2.19922,ecg,-0.014253
564,2.20312,ecg,-0.001833
565,2.20703,ecg,0.043945
566,2.21094,ecg,-0.075286
567,2.21484,ecg,0.029137
568,2.21875,ecg,-0.015121
569,2.22266,ecg,0.06227
570,2.22656,ecg,-0.032998
571,2.23047,ecg,-0.033173
572,2.23438,ecg,0.108873
573,2.23828,ecg,-0.02631
574,2.24219,ecg,0.035844
575,2.24609,ecg,-0.027095
576,2.25,ecg,0.024443
577,2.25391,ecg,-0.012574
578,2.25781,ecg,-0.001493
579,2.26172,ecg,-0.025898
580,2.26562,ecg,-0.005896
581,2.26953,ecg,-0.036373
582,2.27344,ecg,0.012975
583,2.27734,ecg,-0.069379
584,2.28125,ecg,0.057607
585,2.28516,ecg,-0.107479
586,2.28906,ecg,-0.017946
587,2.29297,ecg,0.009229
588,2.29688,ecg,0.012821
589,2.30078,ecg,-0.039232
590,2.30469,ecg,-0.026353
591,2.30859,ecg,-0.03651
592,2.3125,ecg,0.056875
593,2.31641,ecg,-0.033245
594,2.32031,ecg,0.015929
595,2.32422,ecg,0.045543
596,2.32812,ecg,-0.03861
597,2.33203,ecg,-0.024511
598,2.33594,ecg,-0.036228
599,2.33984,ecg,0.016803
600,2.34375,ecg,0.056954
601,2.34766,ecg,-0.001707
602,2.35156,ecg,0.042502
603,2.35547,ecg,0.011927
604,2.35938,ecg,0.00272
605,2.36328,ecg,0.024263
606,2.36719,ecg,-0.028375
607,2.37109,ecg,0.051911
608,2.375,ecg,-0.009632
609,2.37891,ecg,-0.051678
610,2.38281,ecg,0.003659
611,2.38672,ecg,0.004751
612,2.39062,ecg,-0.044337
613,2.39453,ecg,0.035447
614,2.39844,ecg,-0.080522
615,2.40234,ecg,-0.044057
616,2.40625,ecg,-0.007629
617,2.41016,ecg,0.039159
618,2.41406,ecg,-0.058662
619,2.41797,ecg,-0.01463
620,2.42188,ecg,-0.046869
621,2.42578,ecg,0.015701
622,2.42969,ecg,0.018509
623,2.43359,ecg,-0.003111
624,2.4375,ecg,0.091426
625,2.44141,ecg,0.184532
626,2.44531,ecg,0.063026
627,2.44922,ecg,0.085825
628,2.45312,ecg,0.077556
629,2.45703,ecg,0.078485
630,2.46094,ecg,0.003358
631,2.46484,ecg,0.091036
632,2.46875,ecg,0.248559
633,2.47266,ecg,0.40248
634,2.47656,ecg,0.752423
635,2.48047,ecg,0.872606
636,2.48438,ecg,1.034704
637,2.48828,ecg,0.735832
638,2.49219,ecg,0.407136
639,2.49609,ecg,0.272803
640,2.5,ecg,0.013199
641,2.50391,ecg,0.050431
642,2.50781,ecg,0.138005
643,2.51172,ecg,0.121448
644,2.51562,ecg,0.218371
645,2.51953,ecg,0.237912
646,2.52344,ecg,0.248789
647,2.52734,ecg,0.142407
648,2.53125,ecg,0.179662
649,2.53516,ecg,0.162907
650,2.53906,ecg,0.215844
651,2.54297,ecg,0.030985
652,2.54688,ecg,0.007791
653,2.55078,ecg,0.017741
654,2.55469,ecg,0.046592
655,2.55859,ecg,-0.035413
656,2.5625,ecg,0.095468
657,2.56641,ecg,0.061593
658,2.57031,ecg,-0.086496
659,2.57422,ecg,-0.044826
660,2.57812,ecg,-0.058152
661,2.58203,ecg,0.032094
662,2.58594,ecg,-0.00748
663,2.58984,ecg,0.040217
664,2.59375,ecg,-0.03922
665,2.59766,ecg,-0.026507
666,2.60156,ecg,-0.014932
667,2.60547,ecg,0.031549
668,2.60938,ecg,0.050433
669,2.61328,ecg,-0.030578
670,2.61719,ecg,-0.035956
671,2.62109,ecg,0.012334
672,2.625,ecg,-0.028614
673,2.62891,ecg,0.014487
674,2.63281,ecg,0.005732
675,2.63672,ecg,-0.011047
676,2.64062,ecg,-0.041922
677,2.64453,ecg,-0.055041
678,2.64844,ecg,-0.052231
679,2.65234,ecg,-0.026646
680,2.65625,ecg,0.008233
681,2.66016,ecg,-0.005352
682,2.66406,ecg,-0.07959
683,2.66797,ecg,-0.011986
684,2.67188,ecg,0.044995
685,2.67578,ecg,-0.026336
686,2.67969,ecg,-0.064198
687,2.68359,ecg,0.015791
688,2.6875,ecg,-0.025587
689,2.69141,ecg,0.060134
690,2.69531,ecg,0.077238
691,2.69922,ecg,-0.022768
692,2.70312,ecg,0.034434
693,2.70703,ecg,0.063147
694,2.71094,ecg,0.079167
695,2.71484,ecg,-0.037253
696,2.71875,ecg,-0.023839
697,2.72266,ecg,-0.01747
698,2.72656,ecg,0.000132
699,2.73047,ecg,-0.051312
700,2.73438,ecg,-0.113064
701,2.73828,ecg,-0.113119
702,2.74219,ecg,-0.008136
703,2.74609,ecg,0.016011
704,2.75,ecg,-0.019942
705,2.75391,ecg,-0.005678
706,2.75781,ecg,0.021613
707,2.76172,ecg,-0.014269
708,2.76562,ecg,-0.077513
709,2.76953,ecg,0.062856
710,2.77344,ecg,0.016229
711,2.77734,ecg,0.043823
712,2.78125,ecg,0.026621
713,2.78516,ecg,0.063118
714,2.78906,ecg,0.00228
715,2.79297,ecg,0.045039
716,2.79688,ecg,-0.009149
717,2.80078,ecg,0.118359
718,2.80469,ecg,-0.036783
719,2.80859,ecg,-0.018244
720,2.8125,ecg,-0.061901
721,2.81641,ecg,-0.018689
722,2.82031,ecg,-0.02388
723,2.82422,ecg,-0.021408
724,2.82812,ecg,0.024777
725,2.83203,ecg,0.063369
726,2.83594,ecg,0.074088
727,2.83984,ecg,-0.00053
728,2.84375,ecg,-0.004868
729,2.84766,ecg,0.031928
730,2.85156,ecg,-0.019381
731,2.85547,ecg,-0.068346
732,2.85938,ecg,-0.046554
733,2.86328,ecg,0.02178
734,2.86719,ecg,-0.051934
735,2.87109,ecg,0.036645
736,2.875,ecg,0.005214
737,2.87891,ecg,-0.029057
738,2.88281,ecg,0.010617
739,2.88672,ecg,-0.010186
740,2.89062,ecg,-0.037249
741,2.89453,ecg,0.051629
742,2.89844,ecg,-0.073101
743,2.90234,ecg,-0.074173
744,2.90625,ecg,0.022187
745,2.91016,ecg,-0.037088
746,2.91406,ecg,-0.010697
747,2.91797,ecg,-0.009322
748,2.92188,ecg,-0.006393
749,2.92578,ecg,-0.046429
750,2.92969,ecg,0.104449
751,2.93359,ecg,0.015662
752,2.9375,ecg,-0.012653
753,2.94141,ecg,-0.03284
754,2.94531,ecg,0.025358
755,2.94922,ecg,-0.00194
756,2.95312,ecg,0.011451
757,2.95703,ecg,0.017621
758,2.96094,ecg,-0.029868
759,2.96484,ecg,0.018633
760,2.96875,ecg,-0.041056
761,2.97266,ecg,0.002294
762,2.97656,ecg,0.061321
763,2.98047,ecg,-0.048272
764,2.98438,ecg,0.022574
765,2.98828,ecg,-0.021293
766,2.99219,ecg,-0.045732
767,2.99609,ecg,-0.03985
768,3.0,ecg,0.074814
769,3.00391,ecg,0.087904
770,3.00781,ecg,-0.003125
771,3.01172,ecg,-0.055681
772,3.01562,ecg,-0.012645
773,3.01953,ecg,-0.048635
774,3.02344,ecg,0.065933
775,3.02734,ecg,-0.056951
776,3.03125,ecg,0.002038
777,3.03516,ecg,0.054937
778,3.03906,ecg,0.096559
779,3.04297,ecg,0.128638
780,3.04688,ecg,0.111543
781,3.05078,ecg,0.142423
782,3.05469,ecg,0.135197
783,3.05859,ecg,0.105044
784,3.0625,ecg,0.036005
785,3.06641,ecg,0.030189
786,3.07031,ecg,0.077645
787,3.07422,ecg,0.014505
788,3.07812,ecg,0.163608
789,3.08203,ecg,0.463558
790,3.08594,ecg,0.818255
791,3.08984,ecg,0.911679
792,3.09375,ecg,1.016482
793,3.09766,ecg,0.719439
794,3.10156,ecg,0.40834
795,3.10547,ecg,0.20762
796,3.10938,ecg,0.099581
797,3.11328,ecg,0.133368
798,3.11719,ecg,0.118588
799,3.12109,ecg,0.17031
800,3.125,ecg,0.296205
801,3.12891,ecg,0.220402
802,3.13281,ecg,0.328706
803,3.13672,ecg,0.240659
804,3.14062,ecg,0.158549
805,3.14453,ecg,0.106365
806,3.14844,ecg,0.082752
807,3.15234,ecg,-0.002687
808,3.15625,ecg,0.006425
809,3.16016,ecg,-0.017413
810,3.16406,ecg,0.032849
811,3.16797,ecg,0.009017
812,3.17188,ecg,0.064637
813,3.17578,ecg,0.025778
814,3.17969,ecg,-0.000708
815,3.18359,ecg,0.012139
816,3.1875,ecg,-0.004793
817,3.19141,ecg,-0.015539
818,3.19531,ecg,0.05033
819,3.19922,ecg,0.066531
820,3.20312,ecg,0.011458
821,3.20703,ecg,0.09664
822,3.21094,ecg,0.039486
823,3.21484,ecg,-0.028941
824,3.21875,ecg,-0.003903
825,3.22266,ecg,0.027184
826,3.22656,ecg,-0.020161
827,3.23047,ecg,0.027229
828,3.23438,ecg,0.0787
829,3.23828,ecg,0.036202
830,3.24219,ecg,-0.020737
831,3.24609,ecg,0.042518
832,3.25,ecg,0.003812
833,3.25391,ecg,0.001719
834,3.25781,ecg,0.078626
835,3.26172,ecg,0.04848
836,3.26562,ecg,0.003648
837,3.26953,ecg,0.110482
838,3.27344,ecg,0.004089
839,3.27734,ecg,0.064749
840,3.28125,ecg,-0.007189
841,3.28516,ecg,-0.063254
842,3.28906,ecg,-0.014804
843,3.29297,ecg,0.025558
844,3.29688,ecg,-0.054086
845,3.30078,ecg,-0.030592
846,3.30469,ecg,0.053304
847,3.30859,ecg,-0.006225
848,3.3125,ecg,0.034293
849,3.31641,ecg,0.062711
850,3.32031,ecg,0.035403
851,3.32422,ecg,-0.029288
852,3.32812,ecg,-0.019549
